Enhetsnamn,Rn-sniffer
Enhets-SN,HA02EQ000142
Radonenhet,Bq/m3
Antal data,2260
Varaktighet,01/09/2024 ~ 30/11/2024
Mättid,Radonavläsning per timme
10/10/2024 17:14,208
10/10/2024 18:14,171
10/10/2024 19:14,113
10/10/2024 20:14,133
10/10/2024 21:14,97
10/10/2024 22:14,97
10/10/2024 23:14,84
11/10/2024 00:14,88
11/10/2024 01:14,77
11/10/2024 02:14,83
11/10/2024 03:14,106
11/10/2024 04:14,104
11/10/2024 05:14,86
11/10/2024 06:14,90
11/10/2024 07:14,70
11/10/2024 08:14,88
11/10/2024 09:14,90
11/10/2024 10:14,99
11/10/2024 11:14,108
11/10/2024 12:14,92
11/10/2024 13:14,81
11/10/2024 14:14,60
11/10/2024 15:14,83
11/10/2024 16:14,67
11/10/2024 17:14,77
11/10/2024 18:14,68
11/10/2024 19:14,70
11/10/2024 20:14,67
11/10/2024 21:14,72
11/10/2024 22:14,113
11/10/2024 23:14,111
12/10/2024 00:14,108
12/10/2024 01:14,124
12/10/2024 02:14,135
12/10/2024 03:14,129
12/10/2024 04:14,127
12/10/2024 05:14,145
12/10/2024 06:14,153
12/10/2024 07:14,173
12/10/2024 08:14,149
12/10/2024 09:14,193
12/10/2024 10:14,191
12/10/2024 11:14,197
12/10/2024 12:14,193
12/10/2024 13:14,187
12/10/2024 14:14,113
12/10/2024 15:14,117
12/10/2024 16:14,76
12/10/2024 17:14,65
12/10/2024 18:14,92
12/10/2024 19:14,113
12/10/2024 20:14,149
12/10/2024 21:14,145
12/10/2024 22:14,135
12/10/2024 23:14,151
13/10/2024 00:14,175
13/10/2024 01:14,149
13/10/2024 02:14,142
13/10/2024 03:14,173
13/10/2024 04:14,158
13/10/2024 05:14,195
13/10/2024 06:14,200
13/10/2024 07:14,178
13/10/2024 08:14,182
13/10/2024 10:01,228
13/10/2024 11:01,200
13/10/2024 12:01,206
13/10/2024 13:01,135
13/10/2024 14:01,104
13/10/2024 15:01,77
13/10/2024 16:01,67
13/10/2024 17:01,106
13/10/2024 18:01,97
13/10/2024 19:01,113
13/10/2024 20:01,92
13/10/2024 21:01,102
13/10/2024 22:01,122
13/10/2024 23:01,136
14/10/2024 00:01,122
14/10/2024 01:01,118
14/10/2024 02:01,164
14/10/2024 03:01,149
14/10/2024 04:01,165
14/10/2024 05:01,164
14/10/2024 06:01,169
14/10/2024 07:01,145
14/10/2024 08:01,155
14/10/2024 09:01,197
14/10/2024 10:01,193
14/10/2024 11:01,204
14/10/2024 12:01,239
14/10/2024 13:01,151
14/10/2024 14:01,138
14/10/2024 15:01,100
14/10/2024 16:01,108
14/10/2024 17:01,84
14/10/2024 18:01,77
14/10/2024 19:01,81
14/10/2024 20:01,77
14/10/2024 21:01,76
14/10/2024 22:01,109
14/10/2024 23:01,113
15/10/2024 00:01,171
15/10/2024 01:01,173
15/10/2024 02:01,197
15/10/2024 03:01,243
15/10/2024 04:01,243
15/10/2024 05:01,273
15/10/2024 06:01,256
15/10/2024 07:01,286
15/10/2024 08:01,299
15/10/2024 09:01,265
15/10/2024 10:01,250
15/10/2024 11:01,271
15/10/2024 12:01,299
15/10/2024 13:01,261
15/10/2024 14:01,222
15/10/2024 15:01,230
15/10/2024 16:01,193
15/10/2024 17:01,195
15/10/2024 18:01,165
15/10/2024 19:01,209
15/10/2024 20:01,206
15/10/2024 21:01,189
15/10/2024 22:01,239
15/10/2024 23:01,243
16/10/2024 00:01,193
16/10/2024 01:01,252
16/10/2024 02:01,252
16/10/2024 03:01,237
16/10/2024 04:01,292
16/10/2024 05:01,292
16/10/2024 06:01,301
16/10/2024 07:01,286
16/10/2024 08:01,305
16/10/2024 09:01,280
16/10/2024 10:01,263
16/10/2024 11:01,193
16/10/2024 12:01,208
16/10/2024 13:01,191
16/10/2024 14:01,186
16/10/2024 15:01,222
16/10/2024 16:01,200
16/10/2024 17:01,175
16/10/2024 18:01,140
16/10/2024 19:01,173
16/10/2024 20:01,164
16/10/2024 21:01,151
16/10/2024 22:01,164
16/10/2024 23:01,173
17/10/2024 00:01,156
17/10/2024 01:01,136
17/10/2024 02:01,160
17/10/2024 03:01,171
17/10/2024 04:01,133
17/10/2024 05:01,169
17/10/2024 06:01,197
17/10/2024 07:01,195
17/10/2024 08:01,162
17/10/2024 09:01,178
17/10/2024 10:01,175
17/10/2024 11:01,129
17/10/2024 12:01,147
17/10/2024 13:01,162
17/10/2024 14:01,178
17/10/2024 15:01,164
17/10/2024 16:38,155
17/10/2024 17:38,178
17/10/2024 18:38,208
17/10/2024 19:38,186
17/10/2024 20:38,162
17/10/2024 21:38,197
17/10/2024 22:38,202
17/10/2024 23:38,208
18/10/2024 00:38,191
18/10/2024 01:38,233
18/10/2024 02:38,228
18/10/2024 03:38,248
18/10/2024 04:38,204
18/10/2024 05:38,211
18/10/2024 06:38,232
18/10/2024 07:38,267
18/10/2024 08:38,254
18/10/2024 09:38,235
18/10/2024 10:38,217
18/10/2024 11:38,235
18/10/2024 12:38,263
18/10/2024 13:38,263
18/10/2024 14:38,269
18/10/2024 15:38,243
18/10/2024 16:38,250
18/10/2024 17:38,284
18/10/2024 18:38,286
18/10/2024 19:38,297
18/10/2024 20:38,292
18/10/2024 21:38,318
18/10/2024 22:38,275
18/10/2024 23:38,278
19/10/2024 00:38,278
19/10/2024 01:38,313
19/10/2024 02:38,254
19/10/2024 03:38,320
19/10/2024 04:38,292
19/10/2024 05:38,303
19/10/2024 06:38,313
19/10/2024 07:38,245
19/10/2024 08:38,241
19/10/2024 09:38,278
19/10/2024 10:38,297
19/10/2024 11:38,267
19/10/2024 12:38,299
19/10/2024 13:38,290
19/10/2024 14:38,193
19/10/2024 15:38,90
19/10/2024 16:38,51
19/10/2024 17:38,51
19/10/2024 18:38,67
19/10/2024 19:38,124
19/10/2024 20:38,151
19/10/2024 21:38,206
19/10/2024 22:38,200
19/10/2024 23:38,237
20/10/2024 00:38,239
20/10/2024 01:38,222
20/10/2024 02:38,271
20/10/2024 03:38,276
20/10/2024 04:38,230
20/10/2024 05:38,297
20/10/2024 06:38,311
20/10/2024 07:38,343
20/10/2024 08:38,337
20/10/2024 09:38,303
20/10/2024 10:38,334
20/10/2024 11:38,355
20/10/2024 12:38,351
20/10/2024 13:38,314
20/10/2024 14:38,197
20/10/2024 15:38,129
20/10/2024 16:38,53
20/10/2024 17:38,26
20/10/2024 18:38,53
20/10/2024 19:38,58
20/10/2024 20:38,106
20/10/2024 21:38,158
20/10/2024 22:38,195
20/10/2024 23:38,193
21/10/2024 00:38,204
21/10/2024 01:38,254
21/10/2024 02:38,250
21/10/2024 03:38,241
21/10/2024 04:38,260
21/10/2024 05:38,276
21/10/2024 06:38,275
21/10/2024 07:38,273
21/10/2024 08:38,239
21/10/2024 09:38,211
21/10/2024 10:38,197
21/10/2024 11:38,189
21/10/2024 12:38,164
21/10/2024 13:38,131
21/10/2024 14:38,118
21/10/2024 15:38,118
21/10/2024 16:38,124
21/10/2024 17:38,81
21/10/2024 18:38,102
21/10/2024 19:38,79
21/10/2024 20:38,102
21/10/2024 21:38,126
21/10/2024 22:38,169
21/10/2024 23:38,136
22/10/2024 00:38,142
22/10/2024 01:38,198
22/10/2024 02:38,164
22/10/2024 03:38,167
22/10/2024 04:38,187
22/10/2024 05:38,202
22/10/2024 06:38,219
22/10/2024 07:38,182
22/10/2024 08:38,204
22/10/2024 09:38,222
22/10/2024 10:38,248
22/10/2024 11:38,222
22/10/2024 12:38,198
22/10/2024 13:38,217
22/10/2024 14:38,160
22/10/2024 15:38,138
22/10/2024 16:38,140
22/10/2024 17:38,99
22/10/2024 18:38,63
22/10/2024 19:38,88
22/10/2024 20:38,93
22/10/2024 21:38,122
22/10/2024 22:38,109
22/10/2024 23:38,122
23/10/2024 00:38,140
23/10/2024 01:38,165
23/10/2024 02:38,158
23/10/2024 03:38,155
23/10/2024 04:38,131
23/10/2024 05:38,126
23/10/2024 06:38,158
23/10/2024 07:38,147
23/10/2024 08:38,171
23/10/2024 09:38,186
23/10/2024 10:38,176
23/10/2024 11:38,204
23/10/2024 12:38,140
23/10/2024 13:38,97
23/10/2024 14:38,120
23/10/2024 15:38,100
23/10/2024 16:38,70
23/10/2024 17:38,109
23/10/2024 18:38,108
23/10/2024 19:38,135
23/10/2024 20:38,169
23/10/2024 21:38,151
23/10/2024 22:38,156
23/10/2024 23:38,182
24/10/2024 00:38,189
24/10/2024 01:38,149
24/10/2024 02:38,176
24/10/2024 03:38,206
24/10/2024 04:38,189
24/10/2024 05:38,213
24/10/2024 06:38,224
24/10/2024 07:38,222
24/10/2024 08:38,252
24/10/2024 09:38,243
24/10/2024 10:38,254
24/10/2024 11:38,237
24/10/2024 12:38,246
24/10/2024 13:38,209
24/10/2024 14:38,245
24/10/2024 15:38,219
24/10/2024 16:38,243
24/10/2024 17:38,241
24/10/2024 18:38,263
24/10/2024 19:38,286
24/10/2024 20:38,261
24/10/2024 21:38,265
24/10/2024 22:38,261
24/10/2024 23:38,271
25/10/2024 00:38,295
25/10/2024 01:38,273
25/10/2024 02:38,297
25/10/2024 03:38,278
25/10/2024 04:38,294
25/10/2024 05:38,309
25/10/2024 06:38,273
25/10/2024 07:38,294
25/10/2024 08:38,269
25/10/2024 09:38,332
25/10/2024 10:38,322
25/10/2024 11:38,284
25/10/2024 12:38,273
25/10/2024 13:38,275
25/10/2024 14:38,305
25/10/2024 15:38,301
25/10/2024 16:38,364
25/10/2024 17:38,294
25/10/2024 18:38,299
25/10/2024 19:38,299
25/10/2024 20:38,316
25/10/2024 21:38,301
25/10/2024 22:38,376
25/10/2024 23:38,295
26/10/2024 00:38,309
26/10/2024 01:38,292
26/10/2024 02:38,355
26/10/2024 03:38,330
26/10/2024 04:38,309
26/10/2024 05:38,252
26/10/2024 06:38,286
26/10/2024 07:38,301
26/10/2024 08:38,269
26/10/2024 09:38,294
26/10/2024 10:38,299
26/10/2024 11:38,320
26/10/2024 12:38,339
26/10/2024 13:38,318
26/10/2024 14:38,368
26/10/2024 15:38,309
26/10/2024 16:38,301
26/10/2024 17:38,337
26/10/2024 18:38,374
26/10/2024 19:38,380
26/10/2024 20:38,413
26/10/2024 21:38,337
26/10/2024 22:38,392
26/10/2024 23:38,337
27/10/2024 00:38,388
27/10/2024 01:38,355
27/10/2024 02:38,378
27/10/2024 02:38,355
27/10/2024 03:38,366
27/10/2024 04:38,400
27/10/2024 05:38,410
27/10/2024 06:38,351
27/10/2024 07:38,361
27/10/2024 08:38,408
27/10/2024 09:38,326
27/10/2024 10:38,353
27/10/2024 11:38,335
27/10/2024 12:38,307
27/10/2024 13:38,288
27/10/2024 14:38,278
27/10/2024 15:38,258
27/10/2024 16:38,284
27/10/2024 17:38,226
27/10/2024 18:38,219
27/10/2024 19:38,164
27/10/2024 20:38,224
27/10/2024 21:38,243
27/10/2024 22:38,208
27/10/2024 23:38,209
28/10/2024 00:38,245
28/10/2024 01:38,208
28/10/2024 02:38,241
28/10/2024 03:38,263
28/10/2024 04:38,233
28/10/2024 05:38,267
28/10/2024 06:38,305
28/10/2024 07:38,307
28/10/2024 08:38,280
28/10/2024 09:38,318
28/10/2024 10:38,273
28/10/2024 11:38,232
28/10/2024 12:38,250
28/10/2024 13:38,263
28/10/2024 14:38,265
28/10/2024 15:38,263
28/10/2024 16:38,267
28/10/2024 17:38,258
28/10/2024 18:38,228
28/10/2024 19:38,217
28/10/2024 20:38,206
28/10/2024 21:38,220
28/10/2024 22:38,208
28/10/2024 23:38,250
29/10/2024 00:38,305
29/10/2024 01:38,267
29/10/2024 02:38,288
29/10/2024 03:38,258
29/10/2024 04:38,275
29/10/2024 05:38,330
29/10/2024 06:38,288
29/10/2024 07:38,337
29/10/2024 08:38,294
29/10/2024 09:38,271
29/10/2024 10:38,273
29/10/2024 11:38,307
29/10/2024 12:38,326
29/10/2024 13:38,326
29/10/2024 14:38,301
29/10/2024 15:38,290
29/10/2024 16:38,294
29/10/2024 17:38,175
29/10/2024 18:38,133
29/10/2024 19:38,138
29/10/2024 20:38,158
29/10/2024 21:38,129
29/10/2024 22:38,191
29/10/2024 23:38,176
30/10/2024 00:38,208
30/10/2024 01:38,187
30/10/2024 02:38,186
30/10/2024 03:38,175
30/10/2024 04:38,142
30/10/2024 05:38,144
30/10/2024 06:38,127
30/10/2024 07:38,113
30/10/2024 08:38,120
30/10/2024 09:38,120
30/10/2024 10:38,99
30/10/2024 11:38,109
30/10/2024 12:38,88
30/10/2024 13:38,67
30/10/2024 14:38,77
30/10/2024 15:38,58
30/10/2024 16:38,74
30/10/2024 17:38,60
30/10/2024 18:38,58
30/10/2024 19:38,51
30/10/2024 20:38,49
30/10/2024 21:38,76
30/10/2024 22:38,63
30/10/2024 23:38,47
31/10/2024 00:38,84
31/10/2024 01:38,77
31/10/2024 02:38,93
31/10/2024 03:38,109
31/10/2024 04:38,113
31/10/2024 05:38,99
31/10/2024 06:38,120
31/10/2024 07:38,151
31/10/2024 08:38,120
31/10/2024 09:38,106
31/10/2024 10:38,118
31/10/2024 11:38,88
31/10/2024 12:38,95
31/10/2024 13:38,111
31/10/2024 14:38,99
31/10/2024 15:38,74
31/10/2024 16:38,67
31/10/2024 17:38,74
31/10/2024 18:38,60
31/10/2024 19:38,67
31/10/2024 20:38,58
31/10/2024 21:38,51
31/10/2024 22:38,44
31/10/2024 23:38,60
01/11/2024 00:38,56
01/11/2024 01:38,53
01/11/2024 02:38,72
01/11/2024 03:38,58
01/11/2024 04:38,65
01/11/2024 05:38,58
01/11/2024 06:38,60
01/11/2024 07:38,44
01/11/2024 08:38,37
01/11/2024 09:38,51
01/11/2024 10:38,51
01/11/2024 11:38,54
01/11/2024 12:38,30
01/11/2024 13:38,12
01/11/2024 14:38,12
01/11/2024 15:38,26
01/11/2024 16:38,14
01/11/2024 17:38,23
01/11/2024 18:38,16
01/11/2024 19:38,33
01/11/2024 20:38,37
01/11/2024 21:38,38
01/11/2024 22:38,30
01/11/2024 23:38,28
02/11/2024 00:38,61
02/11/2024 01:38,67
02/11/2024 02:38,76
02/11/2024 03:38,92
02/11/2024 04:38,79
02/11/2024 05:38,88
02/11/2024 06:38,100
02/11/2024 07:38,138
02/11/2024 08:38,118
02/11/2024 09:38,138
02/11/2024 10:38,178
02/11/2024 11:38,129
02/11/2024 12:38,155
02/11/2024 13:38,156
02/11/2024 14:38,165
02/11/2024 15:38,142
02/11/2024 16:38,129
02/11/2024 17:38,149
02/11/2024 18:38,102
02/11/2024 19:38,86
02/11/2024 20:38,111
02/11/2024 21:38,122
02/11/2024 22:38,129
02/11/2024 23:38,171
03/11/2024 00:38,195
03/11/2024 01:38,175
03/11/2024 02:38,198
03/11/2024 03:38,217
03/11/2024 04:38,187
03/11/2024 05:38,187
03/11/2024 06:38,175
03/11/2024 07:38,187
03/11/2024 08:38,149
03/11/2024 09:38,127
03/11/2024 10:38,133
03/11/2024 11:38,90
03/11/2024 12:38,76
03/11/2024 13:38,86
03/11/2024 14:38,65
03/11/2024 15:38,68
03/11/2024 16:38,45
03/11/2024 17:38,30
03/11/2024 18:38,51
03/11/2024 19:38,61
03/11/2024 20:38,53
03/11/2024 21:38,44
03/11/2024 22:38,56
03/11/2024 23:38,60
04/11/2024 00:38,72
04/11/2024 01:38,84
04/11/2024 02:38,88
04/11/2024 03:38,120
04/11/2024 04:38,88
04/11/2024 05:38,92
04/11/2024 06:38,126
04/11/2024 07:38,115
04/11/2024 08:38,124
04/11/2024 09:38,131
04/11/2024 10:38,120
04/11/2024 11:38,164
04/11/2024 12:38,165
04/11/2024 13:38,147
04/11/2024 14:38,156
04/11/2024 15:38,189
04/11/2024 16:38,200
04/11/2024 17:38,219
04/11/2024 18:38,186
04/11/2024 19:38,176
04/11/2024 20:38,175
04/11/2024 21:38,200
04/11/2024 22:38,198
04/11/2024 23:38,224
05/11/2024 00:38,197
05/11/2024 01:38,165
05/11/2024 02:38,200
05/11/2024 03:38,198
05/11/2024 04:38,187
05/11/2024 05:38,237
05/11/2024 06:38,176
05/11/2024 07:38,197
05/11/2024 08:38,155
05/11/2024 09:38,184
05/11/2024 10:38,226
05/11/2024 11:38,241
05/11/2024 12:38,226
05/11/2024 13:38,220
05/11/2024 14:38,250
05/11/2024 15:38,269
05/11/2024 16:38,186
05/11/2024 17:38,187
05/11/2024 18:38,186
05/11/2024 19:38,211
05/11/2024 20:38,175
05/11/2024 21:38,217
05/11/2024 22:39,241
05/11/2024 23:38,211
06/11/2024 00:38,220
06/11/2024 01:38,226
06/11/2024 02:38,241
06/11/2024 03:38,243
06/11/2024 04:38,250
06/11/2024 05:38,275
06/11/2024 06:38,273
06/11/2024 07:38,305
06/11/2024 08:38,275
06/11/2024 09:38,275
06/11/2024 10:38,248
06/11/2024 11:38,222
06/11/2024 12:38,176
06/11/2024 13:38,169
06/11/2024 14:38,117
06/11/2024 15:38,109
06/11/2024 16:38,189
06/11/2024 17:38,202
06/11/2024 18:38,200
06/11/2024 19:38,256
06/11/2024 20:38,219
06/11/2024 21:38,220
06/11/2024 22:38,220
06/11/2024 23:38,220
07/11/2024 00:38,206
07/11/2024 01:38,248
07/11/2024 02:38,176
07/11/2024 03:38,182
07/11/2024 04:38,187
07/11/2024 05:38,204
07/11/2024 06:38,220
07/11/2024 07:38,211
07/11/2024 08:38,213
07/11/2024 09:38,164
07/11/2024 10:38,200
07/11/2024 11:38,233
07/11/2024 12:38,224
07/11/2024 13:38,217
07/11/2024 14:38,180
07/11/2024 15:38,239
07/11/2024 16:38,213
07/11/2024 17:38,211
07/11/2024 18:38,217
07/11/2024 19:38,226
07/11/2024 20:38,220
07/11/2024 21:38,250
07/11/2024 22:38,243
07/11/2024 23:38,252
08/11/2024 00:38,239
08/11/2024 01:38,246
08/11/2024 02:38,282
08/11/2024 03:38,280
08/11/2024 04:38,263
08/11/2024 05:38,217
08/11/2024 06:38,254
08/11/2024 07:39,250
08/11/2024 08:38,313
08/11/2024 09:38,271
08/11/2024 10:38,295
08/11/2024 11:38,284
08/11/2024 12:38,235
08/11/2024 13:38,256
08/11/2024 14:38,250
08/11/2024 15:38,228
08/11/2024 16:39,246
08/11/2024 17:38,232
08/11/2024 18:38,252
08/11/2024 19:39,233
08/11/2024 20:38,228
08/11/2024 21:38,254
08/11/2024 22:38,254
08/11/2024 23:39,248
09/11/2024 00:39,311
09/11/2024 01:39,295
09/11/2024 02:39,309
09/11/2024 03:39,290
09/11/2024 04:39,324
09/11/2024 05:39,275
09/11/2024 06:39,265
09/11/2024 07:39,334
09/11/2024 08:39,278
09/11/2024 09:39,276
09/11/2024 10:39,278
09/11/2024 11:39,235
09/11/2024 12:39,197
09/11/2024 13:39,265
09/11/2024 14:39,230
09/11/2024 15:39,208
09/11/2024 16:39,228
09/11/2024 17:39,228
09/11/2024 18:39,213
09/11/2024 19:39,211
09/11/2024 20:39,233
09/11/2024 21:39,215
09/11/2024 22:39,248
09/11/2024 23:39,276
10/11/2024 00:39,235
10/11/2024 01:39,237
10/11/2024 02:39,241
10/11/2024 03:39,256
10/11/2024 04:39,217
10/11/2024 05:39,246
10/11/2024 06:39,233
10/11/2024 07:39,265
10/11/2024 08:39,252
10/11/2024 09:39,211
10/11/2024 10:39,191
10/11/2024 11:39,202
10/11/2024 12:39,193
10/11/2024 13:39,151
10/11/2024 14:39,155
10/11/2024 15:39,178
10/11/2024 16:39,182
10/11/2024 17:39,217
10/11/2024 18:39,222
10/11/2024 19:39,260
10/11/2024 20:39,246
10/11/2024 21:39,269
10/11/2024 22:39,252
10/11/2024 23:39,246
11/11/2024 00:39,267
11/11/2024 01:39,316
11/11/2024 02:39,297
11/11/2024 03:39,307
11/11/2024 04:39,386
11/11/2024 05:39,341
11/11/2024 06:39,341
11/11/2024 07:39,347
11/11/2024 08:39,273
11/11/2024 09:39,328
11/11/2024 10:39,276
11/11/2024 11:39,288
11/11/2024 12:39,267
11/11/2024 13:39,273
11/11/2024 14:39,313
11/11/2024 15:39,278
11/11/2024 16:39,286
11/11/2024 17:39,297
11/11/2024 18:39,250
11/11/2024 19:39,232
11/11/2024 20:39,241
11/11/2024 21:39,261
11/11/2024 22:39,275
11/11/2024 23:39,275
12/11/2024 00:39,258
12/11/2024 01:39,241
12/11/2024 02:39,252
12/11/2024 03:39,213
12/11/2024 04:39,267
12/11/2024 05:39,314
12/11/2024 06:39,261
12/11/2024 07:39,265
12/11/2024 08:39,276
12/11/2024 09:39,265
12/11/2024 10:39,245
12/11/2024 11:39,303
12/11/2024 12:39,245
12/11/2024 13:39,313
12/11/2024 14:39,256
12/11/2024 15:39,260
12/11/2024 16:39,254
12/11/2024 17:39,241
12/11/2024 18:39,235
12/11/2024 19:39,230
12/11/2024 20:39,245
12/11/2024 21:39,246
12/11/2024 22:39,222
12/11/2024 23:39,232
13/11/2024 00:39,252
13/11/2024 01:39,267
13/11/2024 02:39,280
13/11/2024 03:39,307
13/11/2024 04:39,288
13/11/2024 05:39,326
13/11/2024 06:39,311
13/11/2024 07:39,294
13/11/2024 08:39,292
13/11/2024 09:39,324
13/11/2024 10:39,311
13/11/2024 11:39,301
13/11/2024 12:39,290
13/11/2024 13:39,320
13/11/2024 14:39,332
13/11/2024 15:39,305
13/11/2024 16:39,322
13/11/2024 17:39,267
13/11/2024 18:39,267
13/11/2024 19:39,239
13/11/2024 20:39,237
13/11/2024 21:39,250
13/11/2024 22:39,256
13/11/2024 23:39,235
14/11/2024 00:39,213
14/11/2024 01:39,191
14/11/2024 02:39,237
14/11/2024 03:39,235
14/11/2024 04:39,173
14/11/2024 05:39,160
14/11/2024 06:39,184
14/11/2024 07:39,155
14/11/2024 08:39,158
14/11/2024 09:39,151
14/11/2024 10:39,138
14/11/2024 11:39,158
14/11/2024 12:39,178
14/11/2024 13:39,175
14/11/2024 14:39,184
14/11/2024 15:39,202
14/11/2024 16:39,165
14/11/2024 17:39,202
14/11/2024 18:39,217
14/11/2024 19:39,178
14/11/2024 20:39,233
14/11/2024 21:39,233
14/11/2024 22:39,246
14/11/2024 23:39,261
15/11/2024 00:39,297
15/11/2024 01:39,239
15/11/2024 02:39,245
15/11/2024 03:39,290
15/11/2024 04:39,280
15/11/2024 05:39,294
15/11/2024 06:39,347
15/11/2024 07:39,311
15/11/2024 08:39,307
15/11/2024 09:39,269
15/11/2024 10:39,284
15/11/2024 11:39,248
15/11/2024 12:39,254
15/11/2024 13:39,202
15/11/2024 14:39,173
15/11/2024 15:39,171
15/11/2024 16:39,158
15/11/2024 17:39,147
15/11/2024 18:39,164
15/11/2024 19:39,144
15/11/2024 20:39,118
15/11/2024 22:39,160
15/11/2024 23:39,142
16/11/2024 00:39,122
16/11/2024 01:39,117
16/11/2024 02:39,120
16/11/2024 03:39,111
16/11/2024 04:39,84
16/11/2024 05:39,117
16/11/2024 06:39,88
16/11/2024 07:39,88
16/11/2024 08:39,76
16/11/2024 09:39,86
16/11/2024 10:39,84
16/11/2024 11:39,76
16/11/2024 12:39,40
16/11/2024 13:39,47
16/11/2024 14:39,49
16/11/2024 15:39,42
16/11/2024 16:39,45
16/11/2024 17:39,47
16/11/2024 18:39,45
16/11/2024 19:39,63
16/11/2024 20:39,53
16/11/2024 21:39,88
16/11/2024 22:39,79
16/11/2024 23:39,63
17/11/2024 00:39,93
17/11/2024 01:39,115
17/11/2024 02:39,68
17/11/2024 03:39,76
17/11/2024 04:39,65
17/11/2024 05:39,86
17/11/2024 06:39,77
17/11/2024 07:39,56
17/11/2024 08:39,61
17/11/2024 09:39,72
17/11/2024 10:39,54
17/11/2024 11:39,58
17/11/2024 12:39,54
17/11/2024 13:39,38
17/11/2024 14:39,58
17/11/2024 15:39,21
17/11/2024 16:39,28
17/11/2024 17:39,31
17/11/2024 18:39,35
17/11/2024 19:39,28
17/11/2024 20:39,74
17/11/2024 21:39,38
17/11/2024 22:39,53
17/11/2024 23:39,49
18/11/2024 00:39,56
18/11/2024 01:39,54
18/11/2024 02:39,45
18/11/2024 03:39,67
18/11/2024 04:39,74
18/11/2024 05:39,47
18/11/2024 06:39,95
18/11/2024 07:39,79
18/11/2024 08:39,86
18/11/2024 09:39,90
18/11/2024 10:39,81
18/11/2024 11:39,86
18/11/2024 12:39,77
18/11/2024 13:39,86
18/11/2024 14:39,102
18/11/2024 15:39,90
18/11/2024 16:39,90
18/11/2024 17:39,77
18/11/2024 18:39,86
18/11/2024 19:39,86
18/11/2024 20:39,81
18/11/2024 21:39,102
18/11/2024 22:39,108
18/11/2024 23:39,127
19/11/2024 00:39,97
19/11/2024 01:39,93
19/11/2024 02:39,109
19/11/2024 03:39,86
19/11/2024 04:39,117
19/11/2024 05:39,108
19/11/2024 06:39,144
19/11/2024 07:39,129
19/11/2024 08:39,167
19/11/2024 09:39,191
19/11/2024 10:39,145
19/11/2024 11:39,153
19/11/2024 12:39,140
19/11/2024 13:39,138
19/11/2024 14:39,175
19/11/2024 15:39,186
19/11/2024 16:39,182
19/11/2024 17:39,176
19/11/2024 18:39,184
19/11/2024 19:39,171
19/11/2024 20:39,158
19/11/2024 21:39,191
19/11/2024 22:39,180
19/11/2024 23:39,184
20/11/2024 00:39,162
20/11/2024 01:39,200
20/11/2024 02:39,122
20/11/2024 03:39,127
20/11/2024 04:39,140
20/11/2024 05:39,147
20/11/2024 06:39,140
20/11/2024 07:39,178
20/11/2024 08:39,142
20/11/2024 09:39,135
20/11/2024 10:39,149
20/11/2024 11:39,133
20/11/2024 12:39,158
20/11/2024 13:39,144
20/11/2024 14:39,124
20/11/2024 15:39,122
20/11/2024 16:39,162
20/11/2024 17:39,153
20/11/2024 18:39,189
20/11/2024 19:39,189
20/11/2024 20:39,180
20/11/2024 21:39,162
20/11/2024 22:39,164
20/11/2024 23:39,208
21/11/2024 00:39,200
21/11/2024 01:39,200
21/11/2024 02:39,230
21/11/2024 03:39,235
21/11/2024 04:39,224
21/11/2024 05:39,260
21/11/2024 06:39,235
21/11/2024 07:39,273
21/11/2024 08:39,282
21/11/2024 09:39,235
21/11/2024 10:39,219
21/11/2024 11:39,211
21/11/2024 12:39,261
21/11/2024 13:39,198
21/11/2024 14:39,158
21/11/2024 15:39,228
21/11/2024 16:39,195
21/11/2024 17:39,206
21/11/2024 18:39,232
21/11/2024 19:39,245
21/11/2024 20:39,263
21/11/2024 21:39,243
21/11/2024 22:39,239
21/11/2024 23:39,243
22/11/2024 00:39,273
22/11/2024 01:39,292
22/11/2024 02:39,273
22/11/2024 03:39,273
22/11/2024 04:39,260
22/11/2024 05:39,258
22/11/2024 06:39,250
22/11/2024 07:39,261
22/11/2024 08:39,284
22/11/2024 09:39,297
22/11/2024 10:39,195
22/11/2024 11:39,261
22/11/2024 12:39,250
22/11/2024 13:39,245
22/11/2024 14:39,224
22/11/2024 15:39,271
22/11/2024 16:39,250
22/11/2024 17:39,222
22/11/2024 18:39,228
22/11/2024 19:39,213
22/11/2024 20:39,197
22/11/2024 21:39,153
22/11/2024 22:39,171
22/11/2024 23:39,165
23/11/2024 00:39,145
23/11/2024 01:39,127
23/11/2024 02:39,140
23/11/2024 03:39,147
23/11/2024 04:39,165
23/11/2024 05:39,135
23/11/2024 06:39,145
23/11/2024 07:39,162
23/11/2024 08:39,160
23/11/2024 09:39,156
23/11/2024 10:39,140
23/11/2024 11:39,126
23/11/2024 12:39,129
23/11/2024 13:39,102
23/11/2024 14:39,88
23/11/2024 15:39,99
23/11/2024 16:39,109
23/11/2024 17:39,86
23/11/2024 18:39,135
23/11/2024 19:39,162
23/11/2024 20:39,153
23/11/2024 21:39,144
23/11/2024 22:39,155
23/11/2024 23:39,182
24/11/2024 00:39,239
24/11/2024 01:39,226
24/11/2024 02:39,219
24/11/2024 03:39,202
24/11/2024 04:39,202
24/11/2024 05:39,184
24/11/2024 06:39,224
